ingredient_id,effect_id,unit,meaningful_min,optimal_min,optimal_max,excessive_min,range_confidence,source_type,source_url,note
green_tea,effect_calming,%,1,1,5,,medium,unknown,,"source_confidence=med-high; 통상 1~5% 추출물(여드름 국소 임상 ~2%) · EGCG 함량 가변(정제도 의존) · 고시 없음 · ★EGCG 불안정(고온·고pH·산소·빛에 취약→갈변·역가저하, 제형 안정화 필수 — 안전 risk_flag 아닌 제형/QC 이슈)"
green_tea,effect_wrinkle,%,1,1,5,,medium,unknown,,"source_confidence=med-high; 통상 1~5% 추출물(여드름 국소 임상 ~2%) · EGCG 함량 가변(정제도 의존) · 고시 없음 · ★EGCG 불안정(고온·고pH·산소·빛에 취약→갈변·역가저하, 제형 안정화 필수 — 안전 risk_flag 아닌 제형/QC 이슈)"
retinol,effect_wrinkle,%,0.075,0.075,0.3,,high,unknown,,source_confidence=high; 0.075~0.3%
retinol,effect_brightening,%,0.075,0.075,0.3,,high,unknown,,source_confidence=high; 0.075~0.3%
retinol,effect_exfoliation,%,0.075,0.075,0.3,,high,unknown,,source_confidence=high; 0.075~0.3%
retinol,effect_acne_sebum,%,0.075,0.075,0.3,,high,unknown,,source_confidence=high; 0.075~0.3%
retinal,effect_wrinkle,%,0.05,0.05,0.1,,high,unknown,,source_confidence=high; 0.05~0.1%
retinal,effect_exfoliation,%,0.05,0.05,0.1,,high,unknown,,source_confidence=high; 0.05~0.1%
retinal,effect_brightening,%,0.05,0.05,0.1,,high,unknown,,source_confidence=high; 0.05~0.1%
adenosine,effect_wrinkle,%,0.04,0.04,0.04,,high,unknown,,source_confidence=high; 0.04%(고시)
peptides,effect_wrinkle,unknown,,,,,unknown,unknown,,source_confidence=med; 성분별 상이
ascorbic_acid,effect_brightening,%,10,10,20,,medium,unknown,,source_confidence=med; 순수10~20%/유도체2%
ascorbic_acid,effect_wrinkle,%,10,10,20,,medium,unknown,,source_confidence=med; 순수10~20%/유도체2%
arbutin,effect_brightening,%,2,2,5,,high,unknown,,source_confidence=high; 2~5%(고시)
tranexamic_acid,effect_brightening,%,2,2,5,,medium,unknown,,source_confidence=med; 2~5%
kojic_acid,effect_brightening,%,1,1,2,,medium,unknown,,source_confidence=med; 1~2%
licorice_extract,effect_brightening,%,0.05,0.05,0.05,,high,unknown,,"source_confidence=high; 0.05%(유용성감초,고시)"
licorice_extract,effect_calming,%,0.05,0.05,0.05,,high,unknown,,"source_confidence=high; 0.05%(유용성감초,고시)"
