ingredient_id,effect_id,effect_name,effect_score
ing_pending_29a33ad9d41d,effect_moisture_barrier,보습·장벽,80
ing_pending_2a70c7167edc,effect_moisture_barrier,보습·장벽,80
ing_pending_2b0940808ead,effect_moisture_barrier,보습·장벽,80
ing_pending_2b4dff48827f,effect_moisture_barrier,보습·장벽,80
ing_pending_30dc1b5c5c02,effect_moisture_barrier,보습·장벽,80
ing_pending_3d4d5c5f9224,effect_moisture_barrier,보습·장벽,80
ing_pending_492524a49e5b,effect_moisture_barrier,보습·장벽,80
ing_pending_5830c0d1d488,effect_moisture_barrier,보습·장벽,80
ing_pending_5bbbc82f504f,effect_moisture_barrier,보습·장벽,80
ing_pending_633e00932c4a,effect_moisture_barrier,보습·장벽,80
ing_pending_66692bddecf7,effect_moisture_barrier,보습·장벽,80
ing_pending_699a72e62403,effect_moisture_barrier,보습·장벽,80
ing_pending_6a86203e8069,effect_moisture_barrier,보습·장벽,80
ing_pending_70adc74de702,effect_moisture_barrier,보습·장벽,80
ing_pending_755daa4cdd9b,effect_moisture_barrier,보습·장벽,80
ing_pending_79167e5de8b7,effect_moisture_barrier,보습·장벽,80
ing_pending_79e5df69ff1c,effect_moisture_barrier,보습·장벽,80
ing_pending_8bb6494cdb8b,effect_moisture_barrier,보습·장벽,80
ing_pending_919269c551c2,effect_moisture_barrier,보습·장벽,80
ing_pending_97f776ccff89,effect_moisture_barrier,보습·장벽,80
ing_pending_aa189ebd42e6,effect_moisture_barrier,보습·장벽,80
ing_pending_bf8646c2e28b,effect_moisture_barrier,보습·장벽,80
ing_pending_cdb9ed48c8d0,effect_moisture_barrier,보습·장벽,80
ing_pending_d29f776db998,effect_moisture_barrier,보습·장벽,80
ing_pending_d5a75e7d8737,effect_moisture_barrier,보습·장벽,80
ing_pending_dc86714c6b9b,effect_moisture_barrier,보습·장벽,80
ing_pending_e16581c1a689,effect_moisture_barrier,보습·장벽,80
ing_pending_ebe20aa739f4,effect_moisture_barrier,보습·장벽,80
ing_pending_f2d61baf2689,effect_moisture_barrier,보습·장벽,80
ing_pending_ff9fd9525047,effect_moisture_barrier,보습·장벽,80
ing_pending_4ee7df969306,effect_moisture_barrier,보습·장벽,70
ing_pending_70150945e717,effect_moisture_barrier,보습·장벽,70
ing_pending_ce01ed60a0f8,effect_moisture_barrier,보습·장벽,70
ing_pending_1ba776696787,effect_moisture_barrier,보습·장벽,60
ing_pending_43a3274d6a0c,effect_moisture_barrier,보습·장벽,60
ing_pending_74061ee57ce0,effect_moisture_barrier,보습·장벽,60
ing_pending_78e2aa1b022d,effect_moisture_barrier,보습·장벽,60
ing_pending_c837be20882d,effect_moisture_barrier,보습·장벽,60
ing_pending_c91c603ef00b,effect_moisture_barrier,보습·장벽,60
ing_pending_e6ded5ba29ff,effect_moisture_barrier,보습·장벽,60
ing_pending_e8e7ba8aa822,effect_moisture_barrier,보습·장벽,60
ing_pending_f91ba3084ff1,effect_moisture_barrier,보습·장벽,60
ing_pending_fd2ec6337ddd,effect_moisture_barrier,보습·장벽,60
ing_pending_4d85c093b729,effect_moisture_barrier,보습·장벽,60
ing_pending_ee8076afb579,effect_moisture_barrier,보습·장벽,60
ing_pending_09258fa86b32,effect_moisture_barrier,보습·장벽,35
ing_pending_ffae19848d1e,effect_moisture_barrier,보습·장벽,35
ing_pending_0a17f10aa94c,effect_moisture_barrier,보습·장벽,65
ing_pending_a74be05cc8e8,effect_moisture_barrier,보습·장벽,65
ing_pending_006df1172a80,effect_moisture_barrier,보습·장벽,72
ing_pending_2bfa9864655e,effect_moisture_barrier,보습·장벽,72
ing_pending_3db8a4dedc4c,effect_moisture_barrier,보습·장벽,72
ing_pending_561bc1796e22,effect_moisture_barrier,보습·장벽,72
ing_pending_5aed08595019,effect_moisture_barrier,보습·장벽,72
ing_pending_742cd15ac3e7,effect_moisture_barrier,보습·장벽,72
ing_pending_830c0f8bbd31,effect_moisture_barrier,보습·장벽,72
ing_pending_a01bddba73a4,effect_moisture_barrier,보습·장벽,72
ing_pending_b47b08dfa3ba,effect_moisture_barrier,보습·장벽,72
ing_pending_c145df1d7093,effect_moisture_barrier,보습·장벽,72
ing_pending_d28c2d1ee997,effect_moisture_barrier,보습·장벽,72
ing_pending_dba85900153c,effect_moisture_barrier,보습·장벽,72
ing_pending_dc89449ef38b,effect_moisture_barrier,보습·장벽,72
ing_pending_ed4d1dc71a25,effect_moisture_barrier,보습·장벽,72
ing_pending_f1de7c712f85,effect_moisture_barrier,보습·장벽,72
ing_pending_5cb0c75a5c67,effect_moisture_barrier,보습·장벽,55
ing_pending_bf86770f3c63,effect_moisture_barrier,보습·장벽,55
ing_pending_6d9f0bff0fd0,effect_moisture_barrier,보습·장벽,50
ing_pending_8d4c6e32d675,effect_moisture_barrier,보습·장벽,50
ing_pending_9de59d6914b6,effect_moisture_barrier,보습·장벽,50
ing_pending_d3eda56bd42b,effect_moisture_barrier,보습·장벽,50
ing_pending_04c695db8237,effect_calming,진정,55
ing_pending_0e1ae9322504,effect_calming,진정,55
ing_pending_10193020b4ba,effect_calming,진정,55
ing_pending_10c2eb9412e0,effect_calming,진정,55
ing_pending_10d6c77df0e3,effect_calming,진정,55
ing_pending_127465fc04c5,effect_calming,진정,55
ing_pending_1fa63f6ac962,effect_calming,진정,55
ing_pending_292ee3cb95b5,effect_calming,진정,55
ing_pending_298eb69203ef,effect_calming,진정,55
ing_pending_2c02e5ba1399,effect_calming,진정,55
ing_pending_33c182c05f59,effect_calming,진정,55
ing_pending_355c30fdbf2d,effect_calming,진정,55
ing_pending_4191a2ba3f07,effect_calming,진정,55
ing_pending_44a113ef503a,effect_calming,진정,55
ing_pending_455851af5331,effect_calming,진정,55
ing_pending_6d9a42468435,effect_calming,진정,55
ing_pending_70aa0ceb9107,effect_calming,진정,55
ing_pending_721c854ee0aa,effect_calming,진정,55
ing_pending_7f8ba14c5c99,effect_calming,진정,55
ing_pending_8d72ef28ab5c,effect_calming,진정,55
ing_pending_8daf32d0d68a,effect_calming,진정,55
ing_pending_90641d5ad516,effect_calming,진정,55
ing_pending_a42437b0d5d6,effect_calming,진정,55
ing_pending_a7045595db89,effect_calming,진정,55
ing_pending_abc11c24e8a7,effect_calming,진정,55
ing_pending_ae9fa1bd4d57,effect_calming,진정,55
ing_pending_b3ea0c1cfdc4,effect_calming,진정,55
ing_pending_b93133b8ce9c,effect_calming,진정,55
ing_pending_bfbb42ee50a0,effect_calming,진정,55
ing_pending_c3f7341b0b50,effect_calming,진정,55
ing_pending_ca7023996b25,effect_calming,진정,55
ing_pending_cb61dc1fe377,effect_calming,진정,55
ing_pending_d28ed1056078,effect_calming,진정,55
ing_pending_d50571812a03,effect_calming,진정,55
ing_pending_e55732f4751d,effect_calming,진정,55
ing_pending_e81d4e5d2311,effect_calming,진정,55
ing_pending_ecc4ff92e329,effect_calming,진정,55
ing_pending_f6478a8dfd4e,effect_calming,진정,55
ing_pending_facd3a0bf327,effect_calming,진정,55
ing_pending_31729db1f56b,effect_calming,진정,50
ing_pending_4d314e61df21,effect_calming,진정,50
ing_pending_64ffdc13a889,effect_calming,진정,50
ing_pending_8ac59690692b,effect_calming,진정,50
ing_pending_989e6b650f41,effect_calming,진정,50
ing_pending_a2e35233c4ef,effect_calming,진정,50
ing_pending_a0686d768ad3,effect_calming,진정,30
ing_pending_faeff90fd990,effect_calming,진정,30
ing_pending_9bc5ea5a7900,effect_calming,진정,52
ing_pending_cc4c892d9d61,effect_calming,진정,52
ing_pending_03f97fe63cc6,effect_exfoliation,각질,65
ing_pending_1acf3f4d16af,effect_exfoliation,각질,65
ing_pending_41d4bbd36996,effect_exfoliation,각질,65
ing_pending_7b5bd3517e82,effect_exfoliation,각질,65
ing_pending_127a44cfe4a0,effect_exfoliation,각질,55
ing_pending_1cd03ec1cf72,effect_exfoliation,각질,55
ing_pending_45afb0bea219,effect_exfoliation,각질,55
ing_pending_5b50fe940d19,effect_exfoliation,각질,55
ing_pending_6eb84244b756,effect_exfoliation,각질,55
ing_pending_a12f5c6f271b,effect_exfoliation,각질,55
ing_pending_b72f53da1193,effect_exfoliation,각질,55
ing_pending_2326ae2ec645,effect_wrinkle,주름·탄력,45
ing_pending_76b0eea43494,effect_calming,진정,55
ing_pending_6faa7f194935,effect_moisture_barrier,보습·장벽,72
ing_pending_6bad68e0548a,effect_moisture_barrier,보습·장벽,72
ing_pending_926dfc4f799d,effect_moisture_barrier,보습·장벽,72
ing_pending_1d637fc3694e,effect_moisture_barrier,보습·장벽,72
ing_pending_6367d1feb60f,effect_moisture_barrier,보습·장벽,72
ing_pending_f775bc894c98,effect_moisture_barrier,보습·장벽,72
ing_pending_91a214fb54fa,effect_moisture_barrier,보습·장벽,80
ing_pending_201c3ca7d51b,effect_moisture_barrier,보습·장벽,80
ing_pending_a72661720c9d,effect_moisture_barrier,보습·장벽,80
ing_pending_4cef5981a071,effect_moisture_barrier,보습·장벽,80
ing_pending_41a0903d8eee,effect_acne_sebum,여드름·피지,55
ing_pending_b63dd75f15c4,effect_acne_sebum,여드름·피지,55
ing_pending_7494c935a2e9,effect_moisture_barrier,보습·장벽,70
ing_pending_4133ebbbf09e,effect_moisture_barrier,보습·장벽,70
ing_pending_243b01c0fec0,effect_moisture_barrier,보습·장벽,70
ing_pending_45d2fbd598af,effect_moisture_barrier,보습·장벽,70
ing_pending_7e1542d1e080,effect_calming,진정,50
ing_pending_e11efd7e558d,effect_calming,진정,50
ing_pending_8fc558733e4e,effect_calming,진정,50
ing_pending_748047733bd4,effect_calming,진정,50
ing_pending_44e097eed6ef,effect_calming,진정,50
ing_pending_9d775777bc7c,effect_calming,진정,50
