ingredient_id,effect_id,effect_name,effect_score
asiaticoside,effect_wrinkle,주름·탄력,70
glycol_distearate,effect_moisture_barrier,보습·장벽,30
menthol,effect_calming,진정,33
cyclohexasiloxane,effect_moisture_barrier,보습·장벽,30
methicone,effect_moisture_barrier,보습·장벽,30
sucrose,effect_calming,진정,33
sucrose,effect_moisture_barrier,보습·장벽,32
glutamic_acid,effect_moisture_barrier,보습·장벽,32
curcuma_longa_turmeric_root_extract,effect_acne_sebum,여드름·피지,50
bis_diglyceryl_polyacyladipate_2,effect_moisture_barrier,보습·장벽,30
talc,effect_moisture_barrier,보습·장벽,30
sodium_hyaluronate_crosspolymer,effect_moisture_barrier,보습·장벽,32
saccharide_isomerate,effect_calming,진정,35
saccharide_isomerate,effect_moisture_barrier,보습·장벽,35
tribehenin,effect_moisture_barrier,보습·장벽,30
hydrogenated_polydecene,effect_moisture_barrier,보습·장벽,30
sodium_acetylated_hyaluronate,effect_moisture_barrier,보습·장벽,32
sodium_acetylated_hyaluronate,effect_wrinkle,주름·탄력,70
sodium_phosphate,effect_acne_sebum,여드름·피지,40
asiatic_acid,effect_acne_sebum,여드름·피지,35
asiatic_acid,effect_brightening,미백·톤,35
asiatic_acid,effect_calming,진정,35
asiatic_acid,effect_moisture_barrier,보습·장벽,35
asiatic_acid,effect_wrinkle,주름·탄력,35
silica_silylate,effect_moisture_barrier,보습·장벽,30
hydrolyzed_soy_protein,effect_moisture_barrier,보습·장벽,32
octyldodecyl_stearoyl_stearate,effect_moisture_barrier,보습·장벽,30
moringa_oleifera_seed_oil,effect_moisture_barrier,보습·장벽,70
cucumis_sativus_cucumber_fruit_extract,effect_moisture_barrier,보습·장벽,30
camellia_sinensis_leaf_extract,effect_moisture_barrier,보습·장벽,32
scutellaria_baicalensis_root_extract,effect_calming,진정,33
scutellaria_baicalensis_root_extract,effect_moisture_barrier,보습·장벽,32
cetyl_esters,effect_moisture_barrier,보습·장벽,30
glycereth_26,effect_moisture_barrier,보습·장벽,32
hydrogenated_castor_oil,effect_moisture_barrier,보습·장벽,30
pca,effect_moisture_barrier,보습·장벽,32
glyceryl_oleate,effect_moisture_barrier,보습·장벽,30
polyglycerin_3,effect_moisture_barrier,보습·장벽,32
glyceryl_stearate_citrate,effect_moisture_barrier,보습·장벽,30
anhydroxylitol,effect_moisture_barrier,보습·장벽,32
palmitic_acid,effect_moisture_barrier,보습·장벽,30
rosa_canina_fruit_oil,effect_moisture_barrier,보습·장벽,30
xylitylglucoside,effect_moisture_barrier,보습·장벽,32
isopropyl_titanium_triisostearate,effect_moisture_barrier,보습·장벽,30
hydrolyzed_keratin,effect_moisture_barrier,보습·장벽,32
camellia_japonica_seed_oil,effect_moisture_barrier,보습·장벽,30
cholesterol,effect_moisture_barrier,보습·장벽,30
hydroxyethyl_urea,effect_moisture_barrier,보습·장벽,32
coconut_acid,effect_moisture_barrier,보습·장벽,30
pentaerythrityl_tetraisostearate,effect_moisture_barrier,보습·장벽,30
magnesium_stearate,effect_moisture_barrier,보습·장벽,32
hydrogenated_vegetable_oil,effect_moisture_barrier,보습·장벽,30
isopropyl_palmitate,effect_moisture_barrier,보습·장벽,30
retinyl_palmitate,effect_acne_sebum,여드름·피지,35
mannitol,effect_moisture_barrier,보습·장벽,32
sodium_ascorbyl_phosphate,effect_acne_sebum,여드름·피지,35
sodium_ascorbyl_phosphate,effect_wrinkle,주름·탄력,50
theobroma_cacao_cocoa_seed_butter,effect_moisture_barrier,보습·장벽,30
hexyl_laurate,effect_moisture_barrier,보습·장벽,30
glyceryl_acrylate_acrylic_acid_copolymer,effect_moisture_barrier,보습·장벽,32
phytosterols,effect_moisture_barrier,보습·장벽,50
citrus_limon_lemon_fruit_extract,effect_moisture_barrier,보습·장벽,30
capryloyl_salicylic_acid,effect_brightening,미백·톤,50
capryloyl_salicylic_acid,effect_wrinkle,주름·탄력,50
dicaprylyl_ether,effect_moisture_barrier,보습·장벽,30
zea_mays_corn_starch,effect_moisture_barrier,보습·장벽,30
fructooligosaccharides,effect_moisture_barrier,보습·장벽,32
ectoin,effect_moisture_barrier,보습·장벽,50
salix_alba_willow_bark_extract,effect_calming,진정,33
gluconolactone,effect_acne_sebum,여드름·피지,35
gluconolactone,effect_moisture_barrier,보습·장벽,50
acetyl_glucosamine,effect_brightening,미백·톤,70
acetyl_hexapeptide_8,effect_moisture_barrier,보습·장벽,32
butylene_glycol_dicaprylate_dicaprate,effect_moisture_barrier,보습·장벽,30
euphorbia_cerifera_candelilla_wax,effect_moisture_barrier,보습·장벽,30
dibutyl_adipate,effect_moisture_barrier,보습·장벽,30
hydrogenated_olive_oil_unsaponifiables,effect_moisture_barrier,보습·장벽,30
fructose,effect_moisture_barrier,보습·장벽,32
zinc_oxide,effect_moisture_barrier,보습·장벽,30
hydrolyzed_glycosaminoglycans,effect_moisture_barrier,보습·장벽,32
oenothera_biennis_evening_primrose_oil,effect_moisture_barrier,보습·장벽,30
copernicia_cerifera_carnauba_wax,effect_moisture_barrier,보습·장벽,30
cetyl_palmitate,effect_moisture_barrier,보습·장벽,30
propylene_glycol_dicaprylate_dicaprate,effect_moisture_barrier,보습·장벽,30
algae_extract,effect_moisture_barrier,보습·장벽,32
tridecyl_trimellitate,effect_moisture_barrier,보습·장벽,30
avena_sativa_oat_kernel_extract,effect_moisture_barrier,보습·장벽,30
diisopropyl_sebacate,effect_moisture_barrier,보습·장벽,30
neopentyl_glycol_diheptanoate,effect_moisture_barrier,보습·장벽,30
erythritol,effect_moisture_barrier,보습·장벽,32
laminaria_saccharina_extract,effect_moisture_barrier,보습·장벽,30
helianthus_annuus_sunflower_extract,effect_moisture_barrier,보습·장벽,30
bakuchiol,effect_acne_sebum,여드름·피지,35
bakuchiol,effect_brightening,미백·톤,70
bakuchiol,effect_moisture_barrier,보습·장벽,30
bakuchiol,effect_wrinkle,주름·탄력,70
peg_8,effect_moisture_barrier,보습·장벽,32
methyl_gluceth_20,effect_moisture_barrier,보습·장벽,32
ficus_carica_fig_fruit_extract,effect_moisture_barrier,보습·장벽,32
hydrolyzed_silk,effect_moisture_barrier,보습·장벽,32
glyceryl_glucoside,effect_moisture_barrier,보습·장벽,32
tridecane,effect_moisture_barrier,보습·장벽,30
pantolactone,effect_moisture_barrier,보습·장벽,32
arachidyl_alcohol,effect_moisture_barrier,보습·장벽,30
laminaria_japonica_extract,effect_moisture_barrier,보습·장벽,30
vaccinium_angustifolium_blueberry_fruit_extract,effect_calming,진정,33
vaccinium_angustifolium_blueberry_fruit_extract,effect_moisture_barrier,보습·장벽,30
oryza_sativa_rice_bran_oil,effect_moisture_barrier,보습·장벽,30
pentaerythrityl_tetraethylhexanoate,effect_moisture_barrier,보습·장벽,30
diglycerin,effect_moisture_barrier,보습·장벽,32
c9_12_alkane,effect_moisture_barrier,보습·장벽,30
