ingredient_id,name_ko,name_en,product_count,sources,paper_key,pmid,doi,title,journal,publication_date,publication_types,abstract_available,evidence_tier,evidence_kind,relation_scope,applicability,mapped_effect_ids,directions,evidence_spans,passed_stage_count,first_failed_filter,review_status,runtime_score_change
glycerin,글리세린,Glycerin,38427,pubmed,PMID:28258573,28258573,10.1007/978-94-024-1057-0_11,Aquaporins in the Skin.,Advances in experimental medicine and biology,2017,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Review",Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:29596733,29596733,10.1111/pde.13482,Skin barrier in the neonate.,Pediatric dermatology,2018-Mar,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:35214889,35214889,10.3390/plants11040555,"Suberin Biosynthesis, Assembly, and Regulation.","Plants (Basel, Switzerland)",2022-02-19,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:32267715,32267715,10.1152/ajpcell.00075.2020,Aquaporin-3 in the epidermis: more than skin deep.,American journal of physiology. Cell physiology,2020-04-08,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Review",Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:25234174,25234174,10.1111/bjd.13303,Molecular basis for stratum corneum maturation and moisturization.,The British journal of dermatology,2014-Sep,"Journal Article; Research Support, Non-U.S. Gov't; Review",Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:40171199,40171199,10.3389/fendo.2025.1416993,Association and mediation between circulating inflammatory proteins and skin fibrosis.,Frontiers in endocrinology,2025-03-18,"Journal Article; Research Support, Non-U.S. Gov't",Y,7,in_vitro,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:24675046,24675046,10.1016/j.arr.2014.03.002,Active ingredients against human epidermal aging.,Ageing research reviews,2014-03-25,"Journal Article; Research Support, Non-U.S. Gov't; Review",Y,8,review_or_reference,abstract_exact,combination_or_formulation,,positive,"This study reviews active ingredients capable of counteracting symptoms of epidermal aging, organized according to the regulation of specific age-affected epidermal functions: (1) several compounds, other than retinoids and derivatives, act on the proliferation and differentiation of keratinocytes, supporting the protective barrier against mechanical and chemical insults; (2) natural lipidic compounds, as well as glycerol and urea, are described as agents for maintaining water-ion balance; (3) regulation of immunological pathogen defense can be reinforced by natural extracts and compounds, such as resveratrol; and (4) antioxidant exogenous sources enriched with flavonoids and vitamin C, for example, improve solar radiation protection and epidermal antioxidant activity.",2,not_combination_product,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:18541688,18541688,10.2146/ajhp070567,Sterilization of glycerin.,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,2008-Jun-15,Journal Article,Y,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:18548108,18548108,10.1038/jid.2008.70,Roles of aquaporin-3 in the epidermis.,The Journal of investigative dermatology,2008-06-12,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",Y,8,review_or_reference,abstract_exact,reference_only,,unclear,"Reduced AQP3-dependent glycerol transport in AQP3-deficient epidermis appears to be responsible for these phenotype findings, as evidenced by reduced glycerol content in epidermis and stratum corneum in AQP3-knockout mice, and correction of the phenotype abnormalities by glycerol replacement. || Recent data implicate AQP3 as an important determinant in epidermal proliferation and skin tumorigenesis, in which AQP3-knockout mice are resistant to tumor formation by a mechanism that may involve reduced cell glycerol content and ATP energy for biosynthesis.",3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:21570537,21570537,10.1016/j.pharma.2011.01.004,Skin moisturization mechanisms: new data.,Annales pharmaceutiques francaises,2011-03-17,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:38028835,38028835,10.22092/ari.2022.360192.2562,Transdermal Microneedle-Mediated Delivery of Rasagiline Nanoparticles.,Archives of Razi Institute,2023-06-30,Journal Article,Y,5,ex_vivo_or_artificial_skin,abstract_exact,route_mismatch,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:21276418,21276418,10.1016/j.abb.2011.01.014,Aquaporin-3 in keratinocytes and skin: its role and interaction with phospholipase D2.,Archives of biochemistry and biophysics,2011-01-26,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Review",Y,8,review_or_reference,abstract_exact,reference_only,effect_wrinkle,negative,"In addition, AQP3 knockout mice exhibit an epidermal phenotype, characterized by dry skin, decreased elasticity and delayed barrier repair and wound healing, which can be corrected by glycerol but not other humectants.",3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:28526097,28526097,10.1186/s12944-017-0469-7,Abundance of active ingredients in sea-buckthorn oil.,Lipids in health and disease,2017-05-19,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:39913227,39913227,10.36849/jdd.7977,"Antioxidant, Keratolytic, and Hydrating Treatment for Seborrheic Keratoses.",Journal of drugs in dermatology : JDD,2025-Feb-01,Journal Article; Observational Study,Y,3,human_topical_clinical,abstract_exact,human_topical,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:29368843,29368843,10.23736/s0392-0488.18.05898-4,Evidence-based treatment of atopic dermatitis with topical moisturizers.,"Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia",2018-01-24,Journal Article; Review,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,2,not_combination_product,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:32983826,32983826,10.1002/open.202000114,Penetration Process of a Hydrated Deep Eutectic Solvent Through the Stratum Corneum and its Application as a Protein Penetration Enhancer.,ChemistryOpen,2020-09-16,"Journal Article; Research Support, Non-U.S. Gov't",Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:27130367,27130367,10.1016/j.ijpharm.2016.04.069,Topical delivery of hexamidine.,International journal of pharmaceutics,2016-04-26,Comparative Study; Journal Article,Y,6,animal,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:32541196,32541196,10.1097/iae.0000000000002891,Glycerin-Assisted Vitreoretinal Surgery in Edematous Cornea.,"Retina (Philadelphia, Pa.)",2023-Jun-01,Journal Article,Y,4,human_topical_observational_or_use_test,title_exact,human_topical,,,,0,exact_single_ingredient,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:39741562,39741562,10.1155/drp/3586393,The Role of Moisturizer Containing Anti-inflammatory on Skin Hydration in Mild-Moderate Atopic Dermatitis Patients.,Dermatology research and practice,2024-12-23,Journal Article,Y,3,human_topical_clinical,abstract_exact,combination_or_formulation,effect_moisture_barrier,positive,"The addition of anti-inflammatory ingredients in the moisturizer, namely, shea butter, bacterial lysate, allantoin, bisabolol, Phragmites kharka extract, Poria cocos, and Mirabilis jalapa in a moisturizer containing occlusive (dimethicone), humectants (glycerin, saccharide, butylene glycol, and hyaluronic acid), and emollient (shea butter and squalane) was shown to be significantly better in improving skin hydration in patients with mild to moderate AD.",2,not_combination_product,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,crossref|pubmed,PMID:4116975,4116975,10.1016/s0140-6736(72)92458-0,Topical glycerin in seborrhoeic dermatitis.,"Lancet (London, England)",1972-Nov-11,Journal Article,N,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:19457222,19457222,10.1111/j.1467-2494.1986.tb00583.x,Hydration of the stratum corneum.,International journal of cosmetic science,1986-Dec,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,positive|unclear,"Glycerol achieved the same effects by reducing the magnitude of the natural water flux from the skin surface and by reducing the rate of evaporation of water from applied aqueous glycerol solution or cosmetic product. || Smoothing effects of glycerol on the skin surface, and improved appearance, persisted for at least 24 h.",1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:19096779,19096779,10.1007/978-3-540-79885-9_10,"Skin aquaporins: function in hydration, wound healing, and skin epidermis homeostasis.",Handbook of experimental pharmacology,2009,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,unclear,"Finally, AQP3 is also believed to be important in wound healing, as a water channel by facilitating cell migration, and as a glycerol transporter by enhancing keratinocyte proliferation and differentiation.",1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:39324311,39324311,10.1111/srt.70073,Novel Cosmetic Ingredient CS-AA Polyion Complex and Skin Moisturizing Effect.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024-Sep,Journal Article,Y,6,animal,abstract_exact,mechanistic,effect_moisture_barrier,positive,"Furthermore, TEWL improvement efficacy on human skin demonstrated approximately 25% improvement for both the CS-Q complex and CS-R complex, surpassing the modest 12.5% and 18% improvements witnessed with water and glycerin applications, respectively.",3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:27373890,27373890,10.1007/s11882-016-0630-9,"Natural (Mineral, Vegetable, Coconut, Essential) Oils and Contact Dermatitis.",Current allergy and asthma reports,2016-Jul,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:41827892,41827892,10.3390/cells15050459,Aquaporins as Regulators of Cutaneous Malignancies: A Comprehensive Review.,Cells,2026-03-04,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:37921130,37921130,10.2174/0126673878245185230919101148,Glycerosomes: Novel Nano-Vesicles for Efficient Delivery of Therapeutics.,Recent advances in drug delivery and formulation,2023,Review; Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:16023928,16023928,10.1016/j.clindermatol.2004.07.022,Immunology of skin transplantation.,Clinics in dermatology,2005,Journal Article; Review,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,unclear,Experiments in a full thickness porcine wound model showed that rejection of glycerol treated allogeneic skin grafts was up to six days delayed.,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:23399460,23399460,10.1016/j.jaad.2012.05.034,The impact of emollients on phototherapy: a review.,Journal of the American Academy of Dermatology,2013-02-08,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:38791249,38791249,10.3390/ijms25105211,Investigating Distinct Skin Microbial Communities and Skin Metabolome Profiles in Atopic Dermatitis.,International journal of molecular sciences,2024-05-10,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:31581253,31581253,10.1371/journal.pone.0223528,Obesity-associated insulin resistance adversely affects skin function.,PloS one,2019-10-03,"Journal Article; Research Support, Non-U.S. Gov't",Y,6,animal,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:24527279,24527279,10.1089/wound.2011.0288,Glycerin-Based Hydrogel for Infection Control.,Advances in wound care,2012-Feb,Journal Article,Y,4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,,unclear,"The ability to absorb drainage and prevent pooling of exudate in the wound or on the surrounding skin are attributes specific to high glycerin content. || The cadaver skin that has been prepared by this method has been available since 1994.6 The concern for safety resulted in a three-day international synmposium7 with emphasis on glycerin-preserved cadaver skin providing healthy environment for the preserved skin to be successfully accepted without rejection, having no complications of infection and providing excellent healing outcomes and minimal scaring.",0,exact_single_ingredient,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:35346018,35346018,10.2174/1872210516666220328124450,A Discursive Review of Recent Development and Patents on Glycerosomes.,Recent patents on nanotechnology,2023,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:33203266,33203266,10.1177/1091581820966951,Safety Assessment of Monoglyceryl Monoesters as Used in Cosmetics.,International journal of toxicology,2020,"Journal Article; Research Support, Non-U.S. Gov't; Review",Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:16079275,16079275,10.1242/jcs.02519,More than just water channels: unexpected cellular roles of aquaporins.,Journal of cell science,2005-Aug-01,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:20124857,20124857,10.1097/prs.0b013e3181c83192,Active agents in common skin care products.,Plastic and reconstructive surgery,2010-Feb,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:14555416,14555416,,Final report on the safety assessment of triacetin.,International journal of toxicology,2003,"Journal Article; Research Support, Non-U.S. Gov't; Review",Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:31213200,31213200,10.1134/s0006297919140098,Methods for Optical Skin Clearing in Molecular Optical Imaging in Dermatology.,Biochemistry. Biokhimiia,2019-Jan,Journal Article; Review,Y,8,review_or_reference,abstract_exact,reference_only,,unclear,It was demonstrated that 70% glycerol and 100% OmnipaqueTM 300 reduce the water content in the skin.,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:35736937,35736937,10.3390/toxics10060329,"Pharmacokinetics and the Dermal Absorption of Bromochlorophene, a Cosmetic Preservative Ingredient, in Rats.",Toxics,2022-06-16,Journal Article,Y,6,animal,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:39390747,39390747,10.1016/j.bpj.2024.10.006,Structure and function of skin barrier lipids: Effects of hydration and natural moisturizers in vitro.,Biophysical journal,2024-10-10,"Journal Article; Research Support, Non-U.S. Gov't",Y,7,in_vitro,abstract_exact,combination_or_formulation,,,,2,not_combination_product,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,pubmed,PMID:37261337,37261337,10.3389/fimmu.2023.1114699,Butyrate inhibits Staphylococcus aureus-aggravated dermal IL-33 expression and skin inflammation through histone deacetylase inhibition.,Frontiers in immunology,2023-05-16,"Journal Article; Research Support, Non-U.S. Gov't",Y,6,animal,abstract_exact,mechanistic,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:extraction moisturizing activity and potential application in skin cream of akebia trifoliata thunb koidz polysaccharide,,,"Extraction, moisturizing activity and potential application in skin cream of Akebia trifoliata (Thunb.) Koidz polysaccharide",,2023-07-01,Journal Article,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:development and structural characterisation of gelatin based sustainable food packaging from turkey meleagris gallopavo skin by product,,,Development and structural characterisation of gelatin‐based sustainable food packaging from turkey (Meleagris gallopavo) skin by‐product,,2024-09-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:glycerol regulated interfacial adsorption behavior of whey protein isolate for stable high internal phase emulsion gels impact on lipid oxidation and curcumin bioaccessibility,,,Glycerol-regulated interfacial adsorption behavior of whey protein isolate for stable high internal phase emulsion gels: Impact on lipid oxidation and curcumin bioaccessibility,,2025-06-01,Journal Article,Y,8,review_or_reference,title_exact,combination_or_formulation,,,,0,exact_single_ingredient,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:physicochemical properties and cosmetic benefits of polysaccharide fractions from zizania latifolia precipitated by different ethanol concentrations,,,Physicochemical properties and cosmetic benefits of polysaccharide fractions from Zizania latifolia precipitated by different ethanol concentrations,,2025-06-01,Journal Article,Y,7,in_vitro,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:valorization of waste glycerol into glycerol carbonate process simulation and optimization toward a circular biorefinery approach,,,Valorization of waste glycerol into glycerol carbonate: Process simulation and optimization toward a circular biorefinery approach,,2025-10-01,Journal Article,Y,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:conformational a nd rheological behavior of kappa carrageenan in glycerol effects of sodium salts and preparation temperature,,,Conformational a nd rheological behavior of kappa carrageenan in glycerol: Effects of sodium salts and preparation temperature,,2025-01-01,Journal Article,Y,8,review_or_reference,title_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:multiscale engineering of enhanced melanin production in streptomyces sp for anticancer activity against skin melanoma,,,Multiscale engineering of enhanced melanin production in Streptomyces sp. for anticancer activity against skin melanoma,,2025-10-01,Journal Article,Y,7,in_vitro,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:fiber reinforced tough and ultrathin composite hydrogel interfaces for advanced human machine interaction,,,Fiber-reinforced tough and ultrathin composite hydrogel interfaces for advanced human-machine interaction,,2025-11-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:discovery of d galactitol in laminaria japonica and its role in enhancing moisture retention and texture of gluten products,,,Discovery of D-galactitol in Laminaria japonica and its role in enhancing moisture retention and texture of gluten products,,2026-02-01,Journal Article,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:rod like percolation of conducting polymers via vapor phase polymerization into cellulose nanofibril hydrogels,,,Rod-like percolation of conducting polymers via vapor-phase polymerization into cellulose nanofibril hydrogels,,2026-05-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,TITLE:synergistic use of nades and assisted extraction technologies for recovery and stabilization of bioactive compounds in beta vulgaris l peels,,,Synergistic use of NADES and assisted extraction technologies for recovery and stabilization of bioactive compounds in Beta vulgaris L. peels,,2026-03-01,Journal Article,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.1101/2025.05.26.656071,,10.1101/2025.05.26.656071,Glycerol metabolism triggers trypanosome differentiation into transmissible forms in mammalian tissue-like conditions,,2025-05-26,Preprint,Y,7,in_vitro,title_exact,mechanistic,,unclear,"Under conditions mimicking dermal tissue interstitial fluids (4 mM glucose, 0.25 mM glycerol), we show that glycerol promotes the emergence of proliferative intermediate forms that retain transmission potential and can differentiate into fly host-specific procyclic forms in vitro and within tsetse flies.",3,direct_existing_effect,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.1101/2025.06.03.657068,,10.1101/2025.06.03.657068,An optimized rabies vaccine vehicle for orotopical administration to wild vampire bats,,2025-06-06,Preprint,Y,7,in_vitro,abstract_exact,mechanistic,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.20944/preprints202507.0045.v1,,10.20944/preprints202507.0045.v1,Glucogenic Precursor Release from Dietary Supply Is a Potential Amplifier of Monosodium-Glutamate Ovary Stimuli in Sheep with Low Involving Key Gene Mediators of the Glutamate Pathway,,2025-07-01,Preprint,Y,8,review_or_reference,abstract_exact,route_mismatch,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.20944/preprints202507.1383.v1,,10.20944/preprints202507.1383.v1,Effect of Glycerol on Thermal Properties of Galactomannan,,2025-07-16,Preprint,Y,8,review_or_reference,title_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.21203/rs.3.rs-7578386/v1,,10.21203/rs.3.rs-7578386/v1,Formulation and Evaluation of Herbal Anti-Fungal Soap,,2025-09-11,Preprint,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.20944/preprints202510.1705.v1,,10.20944/preprints202510.1705.v1,Impact of Porcine Ear Skin Processing on Metformin Lotion Permeation In Vitro,,2025-10-22,Preprint,Y,6,animal,abstract_exact,combination_or_formulation,,,,2,not_combination_product,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.21203/rs.3.rs-8634156/v1,,10.21203/rs.3.rs-8634156/v1,Physicochemical and Rheological Characterization of PVA–Borax Hydrogels with Potential in Wound Care Applications,,2026-01-22,Preprint,Y,8,review_or_reference,abstract_exact,combination_or_formulation,,,,1,human_skin_topical,candidate_unverified,none
glycerin,글리세린,Glycerin,38427,europe_pmc,DOI:10.21203/rs.3.rs-9610004/v1,,10.21203/rs.3.rs-9610004/v1,A Novel Cryoprotective Strategy for Preventing Cold-Induced Skin Injury,,2026-05-11,Preprint,Y,8,review_or_reference,abstract_exact,reference_only,,,,1,human_skin_topical,candidate_unverified,none
