ingredient_id,paper_key,pmid,doi,title,journal,publication_date,publication_types,sources,evidence_tier,evidence_kind,relation_scope,applicability,primary_status,all_statuses,mapped_effect_ids,new_effect_candidates,directions,statistical_support,correction_flag,full_text_status,evidence_spans,status_scope,review_status,runtime_score_change,policy_version
glyceryl_oleate,DOI:10.3109/10915818609141918,,10.3109/10915818609141918,6 Final Report on the Safety Assessment of Glyceryl Oleate,Journal of the American College of Toxicology,1986-09,journal-article,crossref,6,animal,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
polyglycerin_3,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
polyglycerin_3,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
polyglycerin_3,DOI:10.1159/000210938,,10.1159/000210938,Topical Retinoid Treatment for Skin Cancer: A Review,Skin Pharmacology,2009-03-31,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearalkonium_hectorite,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearalkonium_hectorite,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
stearalkonium_hectorite,DOI:10.1159/000210938,,10.1159/000210938,Topical Retinoid Treatment for Skin Cancer: A Review,Skin Pharmacology,2009-03-31,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_wheat_protein,PMID:24678747,24678747,10.3109/15569527.2014.890938,Specific IgE for wheat in tear fluid of patients with allergic conjunctivitis.,Cutaneous and ocular toxicology,2014-03-31,"Journal Article; Research Support, Non-U.S. Gov't",pubmed,2,human_topical_rct,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_wheat_protein,PMID:23880617,23880617,10.2332/allergolint.13-oa-0553,The sensitivity and clinical course of patients with wheat-dependent exercise-induced anaphylaxis sensitized to hydrolyzed wheat protein in facial soap - secondary publication.,Allergology international : official journal of the Japanese Society of Allergology,2013-07-25,Clinical Trial; Journal Article,pubmed,3,human_topical_clinical,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_wheat_protein,PMID:23075478,23075478,10.1159/000341671,Evaluation of allergenicity of acid-hydrolyzed wheat protein using an in vitro elicitation test.,International archives of allergy and immunology,2012-10-17,"Journal Article; Research Support, Non-U.S. Gov't",pubmed,4,human_topical_observational_or_use_test,title_exact,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
magnesium_chloride,PMID:41648083,41648083,10.1016/j.intf.2024.100018,Pilot study of a topical magnesium preparation to treat hypomagnesaemia in patients with an ileostomy.,"Intestinal Failure (New York, N.Y.)",2024-10-08,Journal Article,pubmed,3,human_topical_clinical,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,CONCLUSIONS: A topical magnesium chloride hexahydrate spray maintains or improves serum magnesium levels in patients with an ileostomy and hypomagnesaemia and prevents muscle cramps.,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
magnesium_chloride,PMID:15689218,15689218,10.1111/j.1365-4632.2005.02079.x,"Bathing in a magnesium-rich Dead Sea salt solution improves skin barrier function, enhances skin hydration, and reduces inflammation in atopic dry skin.",International journal of dermatology,2005-Feb,Clinical Trial; Controlled Clinical Trial; Journal Article,pubmed,3,human_topical_clinical,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
magnesium_chloride,PMID:12797893,12797893,10.1097/00130478-200101000-00015,Fetal exposure to magnesium chloride-adenosine triphosphate (MgCl2-ATP) results in alterations in cerebral blood flow and a metabolic acidosis.,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2001-Jan,Journal Article,pubmed,2,human_topical_rct,title_exact,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauryl_glucoside,PMID:10048655,10048655,10.1111/j.1600-0536.1999.tb05999.x,Biophysical characterization of skin damage and recovery after exposure to different surfactants.,Contact dermatitis,1999-Feb,Comparative Study; Journal Article,pubmed,3,human_topical_clinical,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauryl_glucoside,PMID:39617635,39617635,10.1111/ics.13034,"Preliminary safety and in vivo efficacy of Acmella oleracea extract-loaded glycolipid emulsion serum-Effects on ocular irritation, dermal absorption, and facial skin biophysical and microrelief properties.",International journal of cosmetic science,2024-12-01,Journal Article,pubmed,2,human_topical_rct,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
lauryl_glucoside,DOI:10.1159/000210873,,10.1159/000210873,Irritant Patch Testing: Penetration of Sodium Lauryl Sulphate into Human Skin,Skin Pharmacology,2009-03-31,journal-article,crossref,4,human_topical_observational_or_use_test,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_sodium_hyaluronate,DOI:10.20944/preprints202501.0431.v1,,10.20944/preprints202501.0431.v1,"Skin Antiaging and Skin Health Benefits of Probiotics Intake Combined with Topical Ectoin and Sodium Hyaluronate: A Randomized, Double-Blind, Placebo-Controlled Trial",,2025-01-06,posted-content,crossref,2,human_topical_rct,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_sodium_hyaluronate,DOI:10.3390/cosmetics12020034,,10.3390/cosmetics12020034,"Skin Antiaging and Skin Health Benefits of Probiotic Intake Combined with Topical Ectoin and Sodium Hyaluronate: A Randomized, Double-Blind, Placebo-Controlled Trial",Cosmetics,2025-02-22,journal-article,crossref,2,human_topical_rct,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_sodium_hyaluronate,DOI:10.3390/vision7020031,,10.3390/vision7020031,Effectiveness of Topical Cyclosporin-A 0.1% Compared to Combined Topical Cyclosporin-A 0.1% with Topical Sodium Hyaluronate on Interleukin-6 Levels in the Tears of Patients with Dry Eye Disease,Vision,2023-04-03,journal-article,crossref,2,human_topical_rct,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
corallina_officinalis_extract,DOI:10.1016/j.nxnano.2026.100418,,10.1016/j.nxnano.2026.100418,"Development of a Rosmarinus officinalis extract-loaded nanoemulgel for topical anti-inflammatory delivery: Molecular docking, HPTLC profiling and ex vivo evaluation",Next Nanotechnology,2026-06,journal-article,crossref,5,ex_vivo_or_artificial_skin,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
corallina_officinalis_extract,DOI:10.21203/rs.3.rs-2266658/v1,,10.21203/rs.3.rs-2266658/v1,"Formulation of Calendula officinalis, Glycine max, and Aloe vera extract topical gel ointment attenuates rheumatoid arthritis in rats via inhibition of pro-inflammatory cytokines",,2022-12-08,posted-content,crossref,6,animal,unconfirmed,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
corallina_officinalis_extract,DOI:10.3390/molecules26185628,,10.3390/molecules26185628,Soapwort (Saponaria officinalis L.) Extract vs. Synthetic Surfactants—Effect on Skin-Mimetic Models,Molecules,2021-09-16,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glyceryl_stearate_citrate,DOI:10.51168/sjhrafrica.v5i9.1319,,10.51168/sjhrafrica.v5i9.1319,AN INSTITUTIONAL EXPERIENCE WITH TOPICAL GLYCERYL TRINITRATE FOR TENNIS ELBOW: A RANDOMIZED TRIAL.,,2024-09-14,dissertation,crossref,2,human_topical_rct,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glyceryl_stearate_citrate,DOI:10.7759/cureus.31812,,10.7759/cureus.31812,Comparative Efficacy of Topical Metronidazole and Glyceryl Trinitrate Versus Topical Glyceryl Trinitrate Alone in the Treatment of Acute Anal Fissure: A Randomized Clinical Trial,Cureus,2022-11-23,journal-article,crossref,2,human_topical_rct,unconfirmed,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
glyceryl_stearate_citrate,PMID:41235541,41235541,10.1111/ics.70045,"Minimalist, bioinspired and sensorial emulsion based on a Ca2+ double cone vector system using Design of Experiment (DoE).",International journal of cosmetic science,2025-11-14,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
bis_ethylhexyloxyphenol_methoxyphenyl_triazine,PMID:31879957,31879957,10.1111/cod.13460,"Allergic contact dermatitis to Tinosorb S, Scutellaria baicalensis, and other emerging allergens in cosmetics.",Contact dermatitis,2020-01-11,Case Reports; Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
bis_ethylhexyloxyphenol_methoxyphenyl_triazine,PMID:19002338,19002338,10.2340/00015555-0509,Prevention of polymorphic light eruption with a sunscreen of very high protection level against UVB and UVA radiation under standardized photodiagnostic conditions.,Acta dermato-venereologica,2008,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",pubmed,3,human_topical_clinical,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
bis_ethylhexyloxyphenol_methoxyphenyl_triazine,PMID:29864725,29864725,10.1016/j.jphotobiol.2018.05.026,Ferulic acid photoprotective properties in association with UV filters: multifunctional sunscreen with improved SPF and UVA-PF.,"Journal of photochemistry and photobiology. B, Biology",2018-05-26,Journal Article,pubmed,5,ex_vivo_or_artificial_skin,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
trideceth_6,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
trideceth_6,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
trideceth_6,DOI:10.1159/000210938,,10.1159/000210938,Topical Retinoid Treatment for Skin Cancer: A Review,Skin Pharmacology,2009-03-31,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
anhydroxylitol,PMID:19250164,19250164,10.1111/j.1473-2165.2009.00421.x,Hydrating effects of moisturizer active compounds incorporated into hydrogels: in vivo assessment and comparison between devices.,Journal of cosmetic dermatology,2009-Mar,Comparative Study; Journal Article,pubmed,3,human_topical_clinical,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
anhydroxylitol,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
anhydroxylitol,PMID:36541033,36541033,10.1111/srt.13190,Evaluation of a new connected portable camera for the analysis of skin microrelief and the assessment of the effect of skin moisturisers.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2022-12-20,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
palmitic_acid,PMID:36522608,36522608,10.1208/s12249-022-02481-9,Formulation and Characterization of Oleogel as a Topical Carrier of Azithromycin.,AAPS PharmSciTech,2022-12-15,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,human_topical,abstract_insufficient,abstract_insufficient,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
palmitic_acid,DOI:10.22541/au.166865779.90501374/v1,,10.22541/au.166865779.90501374/v1,CD36-SREBP1 axis mediates thymic stromal lymphopoietin production in obesity-exacerbated atopic dermatitis,,2022-11-17,Preprint,europe_pmc,6,animal,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
palmitic_acid,DOI:10.21203/rs.3.rs-6598546/v1,,10.21203/rs.3.rs-6598546/v1,"Antioxidant, anti-tyrosinase, antidiabetic, wound healing, and cytoprotective effects of the aqueous extract of Helichrysum odoratissimum: in vitro, ex vivo, and in silicostudies.",,2025-05-07,Preprint,europe_pmc,5,ex_vivo_or_artificial_skin,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sclerotium_gum,PMID:35850635,35850635,10.1080/10837450.2022.2103147,Development of a nanotechnological hydrogel containing desonide nanocapsules in association with acai oil: design and in vivo evaluation.,Pharmaceutical development and technology,2022-07-27,Journal Article,pubmed,6,animal,abstract_exact,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sclerotium_gum,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
sclerotium_gum,DOI:10.1016/j.ijbiomac.2013.09.049,,10.1016/j.ijbiomac.2013.09.049,Topical gels of lidocaine HCl using cashew gum and Carbopol 940: Preparation and in vitro skin permeation,International Journal of Biological Macromolecules,2013-11,journal-article,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_glucoside,PMID:16626384,16626384,10.1111/j.0909-752x.2006.00186.x,Ultrasound enhanced skin-lightening effect of vitamin C and niacinamide.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2006-May,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",pubmed,3,human_topical_clinical,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_glucoside,PMID:39769217,39769217,10.3390/ijms252413453,Treatment with Ascorbyl Glucoside-Arginine Complex Ameliorates Solar Lentigos.,International journal of molecular sciences,2024-12-15,Clinical Study; Journal Article,crossref|europe_pmc|pubmed,4,human_topical_observational_or_use_test,title_exact,human_topical,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
ascorbyl_glucoside,DOI:10.24198/ijas.v4i1.16684,,10.24198/ijas.v4i1.16684,PENGEMBANGAN FORMULA DAN EVALUASI GEL REJUVENASI DARI ASCORBYL GLUCOSIDE MELALUI SISTEM PENGHANTARAN TEKNOLOGI MACROBEAD® - Development and Evaluation Formula Gel Rejuvenation of Ascorbyl Glucoside Through Technology Delivery System Macrobead®,Indonesian Journal of Applied Sciences,2014-04-30,journal-article,crossref,8,review_or_reference,title_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
rosa_canina_fruit_oil,DOI:10.1590/2447-536x.v31.e312986,,10.1590/2447-536x.v31.e312986,"Comparative bioactive compounds in the leaves, petals, and hips of two wild rose species: Persian yellow rose (Rosa foetida Herrm.) and dog rose (Rosa canina L.)",Ornamental Horticulture,2025,journal-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
rosa_canina_fruit_oil,DOI:10.1079/cabicompendium.47807,,10.1079/cabicompendium.47807,Rosa canina (Dog rose),CABI Compendium,2019-11-22,dataset,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
rosa_canina_fruit_oil,DOI:10.18869/mphbs.2016.230,,10.18869/mphbs.2016.230,Antidiabetic effect of Rosa canina L. fruit in alloxan induced diabetic male rats,1th MPHBS Conference Proceedings (2016),2016-09-30,proceedings-article,crossref,6,animal,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_vegetable_protein,DOI:10.1111/j.1365-2621.2000.tb10269.x,,10.1111/j.1365-2621.2000.tb10269.x,Development of a Meat‐Like Process Flavoring from Soybean‐Based Enzyme‐Hydrolyzed Vegetable Protein (E‐HVP),Journal of Food Science,2000-10,journal-article,crossref,8,review_or_reference,title_exact,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_vegetable_protein,DOI:10.1111/j.1526-4610.1991.hed3102107.x,,10.1111/j.1526-4610.1991.hed3102107.x,MSG and Hydrolyzed Vegetable Protein Induced Headache: Review and Case Studies,Headache: The Journal of Head and Face Pain,1991-02,journal-article,crossref,8,review_or_reference,title_exact,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_vegetable_protein,DOI:10.22146/ijc.21552,,10.22146/ijc.21552,UTILIZATION OF MEMBRANE MICROFILTRATION IN PREPARATION OF HYDROLYZED VEGETABLE PROTEIN FROM FERMENTED RED BEAN (Phaseolus vulgaris L.) EXTRACT AS FORTIFICATION AGENT,Indonesian Journal of Chemistry,2010-06-22,journal-article,crossref,8,review_or_reference,title_exact,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
xylitylglucoside,PMID:36541033,36541033,10.1111/srt.13190,Evaluation of a new connected portable camera for the analysis of skin microrelief and the assessment of the effect of skin moisturisers.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2022-12-20,Journal Article,pubmed,4,human_topical_observational_or_use_test,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
xylitylglucoside,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
xylitylglucoside,DOI:10.1159/000072067,,10.1159/000072067,Topical Vaccination of DNA Antigens: Topical Delivery of DNA Antigens,Skin Pharmacology and Physiology,2003,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
isopropyl_titanium_triisostearate,DOI:10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,,10.70675/b6ae10d8z5202z41e1z9d8cz96bfc99f41e0,Comparison of topical quercetin nanoformulations for skin protection,,2026-04-01,dissertation,crossref,7,in_vitro,unconfirmed,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
isopropyl_titanium_triisostearate,DOI:10.1039/d0ma00080a,,10.1039/d0ma00080a,Poly( N -isopropyl acrylamide)–poly(ethylene glycol)–poly( N -isopropyl acrylamide) as a thermoreversible gelator for topical administration,Materials Advances,2020,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
isopropyl_titanium_triisostearate,DOI:10.1039/d0ma90026e,,10.1039/d0ma90026e,Correction: Poly( N -isopropyl acrylamide)–poly(ethylene glycol)–poly( N -isopropyl acrylamide) as a thermoreversible gelator for topical administration,Materials Advances,2020,journal-article,crossref,8,review_or_reference,unconfirmed,reference_only,reject_wrong_scope,reject_wrong_scope,,,,N,Y,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
microcrystalline_wax,PMID:36990750,36990750,10.5650/jos.ess22427,Friction Dynamics of Organogels on Artificial Skin Surfaces.,Journal of oleo science,2023,Journal Article,pubmed,5,ex_vivo_or_artificial_skin,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
microcrystalline_wax,PMID:16221607,16221607,10.1080/03639040500216147,Skin permeation of lidocaine from crystal suspended oily formulations.,Drug development and industrial pharmacy,2005-Sep,Comparative Study; Journal Article,pubmed,6,animal,abstract_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
microcrystalline_wax,PMID:27258290,27258290,10.3390/md14060105,"Topical Formulation Comprising Fatty Acid Extract from Cod Liver Oil: Development, Evaluation and Stability Studies.",Marine drugs,2016-06-01,Journal Article,pubmed,7,in_vitro,abstract_exact,combination_or_formulation,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_keratin,PMID:37806374,37806374,10.1016/j.actbio.2023.10.003,A multifunctional sensor for real-time monitoring and pro-healing of frostbite wounds.,Acta biomaterialia,2023-10-06,"Journal Article; Research Support, Non-U.S. Gov't",pubmed,6,animal,abstract_exact,combination_or_formulation,formulation_only,formulation_only,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_keratin,PMID:31380365,31380365,10.3389/fbioe.2019.00174,Electrospun Structures Made of a Hydrolyzed Keratin-Based Biomaterial for Development of in vitro Tissue Models.,Frontiers in bioengineering and biotechnology,2019-07-17,Journal Article,pubmed,6,animal,title_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
hydrolyzed_keratin,PMID:42187264,42187264,10.1177/1096620x261453142,Hydrolyzed Keratin Peptide Enhances Hair Condition and Promotes Hair Regeneration.,Journal of medicinal food,2026-05-26,Journal Article,pubmed,6,animal,title_exact,mechanistic,reject_wrong_scope,reject_wrong_scope,,,,N,N,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-adjudication-v1
