ingredient_id,paper_key,report_id,study_id,pmid,doi,title,journal,publication_date,publication_types,sources,retrieval_status,evidence_tier,evidence_kind,study_design,design,randomized,controlled,within_person,comparator_type,prospective,design_source_span,risk_of_bias_overall,relation_scope,raw_ingredient_term,entity_match_type,intervention_role,ingredient_match_span,ingredient_reject_reason,applicability,eligibility_status,verification_status,applicability_status,route,body_site,skin_condition,population_type,challenge_model,application_regimen,effect_mapping_status,outcome_direction,score_status,machine_signal_status,primary_status,all_statuses,all_machine_signal_statuses,mapped_effect_ids,new_effect_candidates,directions,statistical_support,preprint_flag,case_report_flag,safety_only_flag,medical_context_limited,experimental_challenge_limited,route_site_mismatch,formulation_isolation_status,test_arm_components,control_arm_components,target_concentration_by_arm,cointerventions_equal,isolation_status,isolation_evidence_span,correction_flag,retraction_flag,expression_of_concern_flag,duplicate_trial_status,retraction_status,validity_checked_at,validity_source,correction_id,correction_impact,funding,conflict_of_interest,full_text_status,evidence_spans,status_scope,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
lecithin,PMID:10680386,PMID:10680386,not_clustered,10680386,10.14219/jada.archive.2000.0146,Topical medications for orofacial neuropathic pain: a review.,Journal of the American Dental Association (1939),2000-Feb,Journal Article|Systematic Review,pubmed,retrieved_from_legacy_search_inputs,4,human_topical_observational_or_use_test,systematic_review,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,human_topical,eligible,abstract_only,medical_context_limited,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,abstract_insufficient,abstract_insufficient,,,,N,N,N,N,Y,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
lecithin,PMID:33440385,PMID:33440385,not_clustered,33440385,10.1159/000514355,Delayed-Release Phosphatidylcholine Is Effective for Treatment of Ulcerative Colitis: A Meta-Analysis.,"Digestive diseases (Basel, Switzerland)",2021-01-13,Meta-Analysis|Journal Article,pubmed,retrieved_from_legacy_search_inputs,2,human_topical_rct,systematic_review,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,combination_or_formulation,formulation_not_isolated,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,formulation_only,formulation_only,,,,N,N,N,N,Y,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
lecithin,DOI:10.1159/000211162,DOI:10.1159/000211162,not_clustered,,10.1159/000211162,Embryotoxicity and Teratogenicity of Topical Retinoic Acid,Skin Pharmacology,2009-03-31,journal-article,crossref,retrieved_from_legacy_search_inputs,6,animal,case_report,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,mechanistic,wrong_ingredient,abstract_only,safety_only,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only,,,,N,N,Y,Y,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
arginine,PMID:25485858,PMID:25485858,not_clustered,25485858,10.1002/14651858.cd008394.pub3,Interventions for treating leg ulcers in people with sickle cell disease.,The Cochrane database of systematic reviews,2014-12-08,"Journal Article|Research Support, Non-U.S. Gov't|Systematic Review",pubmed,retrieved_from_legacy_search_inputs,2,human_topical_rct,systematic_review,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,human_topical,eligible,abstract_only,general_skin,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,abstract_insufficient,abstract_insufficient,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
arginine,PMID:27779753,PMID:27779753,not_clustered,27779753,10.1113/jp273502,Nitric oxide synthase and cyclooxygenase modulate β-adrenergic cutaneous vasodilatation and sweating in young men.,The Journal of physiology,2016-12-12,"Journal Article|Research Support, Non-U.S. Gov't",pubmed,retrieved_from_legacy_search_inputs,4,human_topical_observational_or_use_test,observational_or_nonrandomized,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,combination_or_formulation,formulation_not_isolated,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,formulation_only,formulation_only,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
arginine,DOI:10.1159/000211162,DOI:10.1159/000211162,not_clustered,,10.1159/000211162,Embryotoxicity and Teratogenicity of Topical Retinoic Acid,Skin Pharmacology,2009-03-31,journal-article,crossref,retrieved_from_legacy_search_inputs,6,animal,case_report,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,mechanistic,wrong_ingredient,abstract_only,safety_only,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only,,,,N,N,Y,Y,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
citral,PMID:12218231,PMID:12218231,not_clustered,12218231,10.1159/000063903,The Antibacterial Activity of Topical Retinoids: The Case of Retinaldehyde,Dermatology,2002-01-01,article,openalex|pubmed,retrieved_from_legacy_search_inputs,2,human_topical_rct,controlled_trial,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,human_topical,eligible,abstract_only,medical_context_limited,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,abstract_insufficient,abstract_insufficient,,,,N,N,N,N,Y,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
citral,PMID:27877042,PMID:27877042,not_clustered,27877042,10.2147/ijn.s119286,Effects of Carbopol &reg; 934 proportion on nanoemulsion gel for topical and transdermal drug delivery: a skin permeation study,International Journal of Nanomedicine,2016-11-01,article,openalex|pubmed,retrieved_from_legacy_search_inputs,5,ex_vivo_or_artificial_skin,unsupported_design,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,combination_or_formulation,formulation_not_isolated,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,formulation_only,formulation_only,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
citral,DOI:10.1159/000211162,DOI:10.1159/000211162,not_clustered,,10.1159/000211162,Embryotoxicity and Teratogenicity of Topical Retinoic Acid,Skin Pharmacology,2009-03-31,journal-article,crossref,retrieved_from_legacy_search_inputs,6,animal,case_report,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,mechanistic,wrong_ingredient,abstract_only,safety_only,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only,,,,N,N,Y,Y,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sorbitan_isostearate,DOI:10.1680/jbibn.18.00032,DOI:10.1680/jbibn.18.00032,not_clustered,,10.1680/jbibn.18.00032,Nanovesicles of sorbitan isostearate: a novel sustained-release non-ionic surfactant,"Bioinspired, Biomimetic and Nanobiomaterials",2019-09-01,journal-article,crossref,retrieved_from_legacy_search_inputs,7,in_vitro,unsupported_design,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,title_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,combination_or_formulation,formulation_not_isolated,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,formulation_only,formulation_only,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sorbitan_isostearate,PMID:29335742,PMID:29335742,not_clustered,29335742,10.2340/00015555-2882,"Stand-alone Emollient Treatment Reduces Flares After Discontinuation of Topical Steroid Treatment in Atopic Dermatitis: A Double-blind, Randomized, Vehicle-controlled, Left-right Comparison Study",Acta Dermato Venereologica,2018-01-01,article,openalex,retrieved_from_legacy_search_inputs,2,human_topical_rct,controlled_trial,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,combination_or_formulation,wrong_ingredient,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,Y,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sorbitan_isostearate,PMID:38969378,PMID:38969378,not_clustered,38969378,10.1136/bmjopen-2024-085856,"Efficacy of soothing cream gel in the range of motion and chronic pain at the shoulder and elbow: protocol of a double-blinded, randomised, placebo-controlled trial",BMJ Open,2024-07-01,article,openalex,retrieved_from_legacy_search_inputs,2,human_topical_rct,controlled_trial,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,human_topical,wrong_ingredient,abstract_only,general_skin,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
simmondsia_chinensis_jojoba_seed_oil,PMID:35796684,PMID:35796684,not_clustered,35796684,10.1111/jocd.15215,"Efficacy and safety of a new peeling formulated with a pool of PHAs for the treatment of all skin types, even sensitive",Journal of Cosmetic Dermatology,2022-07-07,article,openalex,retrieved_from_legacy_search_inputs,3,human_topical_clinical,controlled_trial,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,combination_or_formulation,wrong_ingredient,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
simmondsia_chinensis_jojoba_seed_oil,DOI:10.4236/jcdsa.2024.143015,DOI:10.4236/jcdsa.2024.143015,not_clustered,,10.4236/jcdsa.2024.143015,Protective and Regenerative Efficacy of a Plant Oil-Based Day and Night Cream: Investigated by a Novel Approach to Reveal the Impact of Blue Light Irradiation on Epidermal Barrier Integrity and Lipid Matrix,Journal of Cosmetics Dermatological Sciences and Applications,2024-01-01,article,openalex,retrieved_from_legacy_search_inputs,4,human_topical_observational_or_use_test,observational_or_nonrandomized,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,human_topical,wrong_ingredient,abstract_only,general_skin,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
simmondsia_chinensis_jojoba_seed_oil,PMID:35538179,PMID:35538179,not_clustered,35538179,10.1038/s41598-022-11554-5,Potential cosmeceutical lamellar liquid crystals containing black longan (Dimocarpus longan Lour.) seed extract for MMP-1 and hyaluronidase inhibition,Scientific Reports,2022-05-10,article,openalex,retrieved_from_legacy_search_inputs,4,human_topical_observational_or_use_test,observational_or_nonrandomized,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,combination_or_formulation,wrong_ingredient,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
chlorphenesin,PMID:40059073,PMID:40059073,not_clustered,40059073,10.1111/cod.14786,A New Case of Allergic Contact Dermatitis to Topical Simvastatin Used for Treatment of Porokeratosis,Contact Dermatitis,2025-03-09,article,openalex,retrieved_from_legacy_search_inputs,4,human_topical_observational_or_use_test,observational_or_nonrandomized,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,abstract_exact,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,,combination_or_formulation,formulation_not_isolated,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,formulation_only,formulation_only,,,,N,N,N,N,Y,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
chlorphenesin,DOI:10.1159/000211162,DOI:10.1159/000211162,not_clustered,,10.1159/000211162,Embryotoxicity and Teratogenicity of Topical Retinoic Acid,Skin Pharmacology,2009-03-31,journal-article,crossref,retrieved_from_legacy_search_inputs,6,animal,case_report,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,mechanistic,wrong_ingredient,abstract_only,safety_only,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only,,,,N,N,Y,Y,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
chlorphenesin,PMID:37803101,PMID:37803101,not_clustered,37803101,10.1038/s41598-023-43336-y,"Effects of a lotion containing probiotic ferment lysate as the main functional ingredient on enhancing skin barrier: a randomized, self-control study",Scientific Reports,2023-10-06,article,openalex,retrieved_from_legacy_search_inputs,2,human_topical_rct,controlled_trial,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_checked,unconfirmed,not_extracted,machine_name_match_unverified,not_extracted,not_extracted,wrong_ingredient,combination_or_formulation,wrong_ingredient,abstract_only,not_applicable,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,,,,N,N,N,N,N,N,N,not_checked,not_extracted,not_extracted,not_extracted,not_checked,not_checked,not_extracted,N,N,N,not_checked,not_checked,not_checked,not_checked,not_extracted,not_applicable,not_extracted,not_extracted,not_checked,,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
