source,ingredient_id,name_ko,name_en,product_count,source_id,pmid,pmcid,doi,title,journal,publication_date,publication_types,authors,abstract,source_url,search_query,review_status,runtime_score_change,pipeline_version
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W3006398046,32057889,,10.1016/j.ijpharm.2020.119137,Topical delivery of niacinamide: Influence of neat solvents,International Journal of Pharmaceutics,2020-02-11,article,Fotis Iliopoulos; Bruno C. Sil; Amjad Hossain; David J. Moore; Robert A. Lucas; Majella E. Lane,,https://openalex.org/W3006398046,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W3014170013,,,10.3390/scipharm88020019,Topical Delivery of 3-O-ethyl l-ascorbic Acid from Complex Solvent Systems,Scientia Pharmaceutica,2020-04-01,article,Fotis Iliopoulos; Amjad Hossain; Bruno C. Sil; David J. Moore; Robert A. Lucas; Majella E. Lane,"3-O-ethyl l-ascorbic acid (EA), an ether derivative of Vitamin C, is widely used in skincare formulations. Previously, we reported the effects of neat solvents on EA percutaneous absorption and observed that 0.6–7.5% of the applied EA was delivered through the skin over 24 h. In this work, we designed complex formulations using combinations of solvents that may act synergistically and examined their impact on EA permeation in porcine skin in vitro under finite dose conditions. Binary combinations of propylene glycol (PG) with propylene glycol monolaurate (PGML) were effective in enhancing skin permeation of EA compared with individual solvents (p &lt; 0.05). Combining PGML with 1,2-hexanediol (HEX) did not result in significantly higher EA permeation compared with the neat solvents (p &gt; 0.05). Addition of the volatile solvent isopropyl alcohol (IPA) to PG solutions also did not improve EA skin delivery compared with neat PG. Ternary solvent systems containing PG:PGML were subsequently prepared by the addition of a lipophilic solvent, either isopropyl myristate (IPM), medium-chain triglycerides (MCT) or isostearyl isostearate (ISIS). The optimum vehicle, PG:PGML:IPM, promoted up to 70.9% skin delivery of EA. The PG:PGML:ISIS vehicles also promoted EA permeation across the skin, but to a significantly lesser extent than the IPM-containing vehicles. No enhancement of EA delivery was noted for the PG:PGML:MCT mixtures. These results will inform the development of targeted formulations for EA in the future.",https://openalex.org/W3014170013,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W3117313781,33379295,,10.3390/pharmaceutics13010033,Design and Characterization of Elastic Artificial Skin Containing Adenosine-Loaded Solid Lipid Nanoparticles for Treating Wrinkles,Pharmaceutics,2020-12-28,article,Sooho Yeo; Sukkyun Jung; Heui Kyoung Cho; Young Ho Kim; Gi Hwan Kim; Dohyun Kim; Byoung Hyen Ko; Jaehwi Lee,"Adenosine (AD), which is used for treating wrinkles, exhibits poor skin permeation. The aim of the present study was to develop a cross-linked silicone-based cellulose elastomer as an elastic artificial skin for the treatment of skin wrinkles, a biocompatible lipid-based nano-carrier for enhancing the skin permeation of AD, and a formulation consisting of the lipid-based carrier incorporated in the elastic artificial skin. AD-loaded solid lipid nanoparticles (SLNs) were prepared using a double-emulsion method. Particle characteristics and mechanical properties of SLNs and elastic artificial skin, respectively, were assessed. Skin permeation was evaluated using SkinEthic RHE tissue, a reconstructed human epidermis model. The mean particle size and zeta potential for SLNs ranged from 123.57 to 248.90 nm and -13.23 to -41.23 mV, respectively. The components of neither SLNs nor the elastic artificial skin were cytotoxic, according to cell- and tissue-viability assays and EU classification. SLNs and the elastic artificial skin exhibited sustained drug release for 48 h. The amount of AD released from SLNs and elastic artificial skin was approximately 10 times and 5 times higher, respectively, than that from AD solution. Therefore, elastic artificial skin incorporated with AD-loaded SLNs may serve as a promising topical delivery system for cosmeceutical treatment of skin wrinkles.",https://openalex.org/W3117313781,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W3152570342,33888782,,10.1038/s41598-021-88072-3,Effect of commonly used cosmetic preservatives on skin resident microflora dynamics,Scientific Reports,2021-04-22,article,Daniela Pinto; Tiziana Ciardiello; Matteo Franzoni; Francesca Pasini; Giammaria Giuliani; Fabio Rinaldi,"Human skin is populated by various microorganisms, the so-called microbiota, such as bacteria, viruses, yeasts, fungi, and archaea. The skin microbiota is in constant contact with the surrounding environment which can alter its eubiotic state. Recently it has been also observed that the application of cosmetic products can alter the balance of the skin microbiota. This effect may be attributed to many factors including the residual activity of the preservatives on the skin. In the present work, we studied the effect of eleven preservatives commonly found in cosmetic products on Propionibacterium acnes, Staphylococcus epidermidis, and Staphylococcus aureus in vitro using 3D skin models and culture-dependent methods. Also, the effect on Histone deacetylase 3 (HDAC3) has been investigated. Among tested combinations, three resulted as the best suitable for restoring a pre-existing dysbiosis since they act moderately inhibiting C. acnes and strongly S. aureus without simultaneously inhibiting the growth of S. epidermidis. The other four combinations resulted as the best suitable for use in topical products for skin and scalp in which it is necessary to preserve the eubiosis of the microbiota. Some of the tested were also able to increase HDAC3 expression. Taking together these data highlight the role of preservatives of skin resident microflora dynamics and could provide a reference for correctly choice preservatives and dosage in cosmetic formulations to preserve or restore homeostasis of skin microbiota.",https://openalex.org/W3152570342,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W3215490037,34959634,,10.3390/ph14121233,Enhancement of the Topical Bioavailability and Skin Whitening Effect of Genistein by Using Microemulsions as Drug Delivery Carriers,Pharmaceuticals,2021-11-27,article,Quoc Lam Vu; Chih-Wun Fang; Muhammad Suhail; Pao‐Chu Wu,"Genistein, the most abundant isoflavone of the soy-derived phytoestrogen compounds, is a potent antioxidant and inhibitor of tyrosine kinase, which can inhibit UVB-induced skin carcinogenesis in hairless mice and UVB-induced erythema on human skin. In current study, genistein-loaded microemulsions were developed by using the various compositions of oil, surfactants, and co-surfactants and used as a drug delivery carrier to improve the solubility, peremability, skin whitening, and bioavailbility of genistein. The mean droplet size and polydispersity index of all formulations was less than 100 nm and 0.26 and demonstrated the formation of microemulsions. Similarly, various studies, such as permeation, drug skin deposition, pharmacokinetics, skin whitening test, skin irritation, and stability, were also conducted. The permeability of genistein was significantly affected by the composition of microemulsion formulation, particular surfactnat, and cosurfactant. In-vitro permeation study revealed that both permeation rate and deposition amount in skin were significantly increased from 0.27 μg/cm2·h up to 20.00 μg/cm2·h and 4.90 up to 53.52 μg/cm2, respectively. In in-vivo whitening test, the change in luminosity index (ΔL*), tended to decrease after topical application of genistein-loaded microemulsion. The bioavailability was increased 10-fold by topical administration of drug-loaded microemulsion. Conclusively, the prepared microemulsion has been enhanced the bioavailability of genistein and could be used for clinical purposes.",https://openalex.org/W3215490037,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W4220782699,35409270,,10.3390/ijms23073910,"Rosmarinic Acid, as an NHE1 Activator, Decreases Skin Surface pH and Improves the Skin Barrier Function",International Journal of Molecular Sciences,2022-03-31,article,Seung‐Won Jung; Gi Hyun Park; Eunjung Kim; Kang Min Yoo; Hea Won Kim; Jin Soo Lee; Min Youl Chang; Kyong‐Oh Shin; Kyungho Park; Eung Ho Choi,"Stratum corneum (SC) pH regulates skin barrier functions and elevated SC pH is an important factor in various inflammatory skin diseases. Acidic topical formulas have emerged as treatments for impaired skin barriers. Sodium proton exchanger 1 (NHE1) is an important factor in SC acidification. We investigated whether topical applications containing an NHE1 activator could improve skin barrier functions. We screened plant extracts to identify NHE1 activators in vitro and found Melissa officinalis leaf extract. Rosmarinic acid, a component of Melissa officinalis leaf extract, significantly increased NHE1 mRNA expression levels and NHE1 production. Immunofluorescence staining of NHE1 in 3D-cultured skin revealed greater upregulation of NHE1 expression by NHE1 activator cream, compared to vehicle cream. Epidermal lipid analysis revealed that the ceramide level was significantly higher upon application of the NHE1 activator cream on 3D-cultured skin, compared to application of a vehicle cream. In a clinical study of 50–60-year-old adult females (n = 21), application of the NHE1 activator-containing cream significantly improved skin barrier functions by reducing skin surface pH and transepidermal water loss and increasing skin hydration, compared to patients who applied vehicle cream and those receiving no treatment. Thus, creams containing NHE1 activators, such as rosmarinic acid, could help maintain or recover skin barrier functions.",https://openalex.org/W4220782699,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W4294769801,,,10.23937/2469-5750/1510115,Evaluation of A Novel Topical Formulation for The Treatment of Problematic Skin: Results of An Italian Clinical Study,Journal of Dermatology Research and Therapy,2022-09-06,article,Casari Alice; Al Sibai Rima; Mediani Michela; Molinari Monica; Fiore Walter,"Problematic skin conditions such as atopic dermatitis, acne vulgaris, and psoriasis are directly linked to microbial imbalance or 'dysbiosis'. Alterations of skin microbial communities along with other contributing factors, cause skin barrier dysfunction triggering immune and inflammatory responses.",https://openalex.org/W4294769801,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W4322629350,36902064,,10.3390/ijms24054634,Efficacy and Safety of Epidermidibacterium Keratini EPI-7 Derived Postbiotics in Skin Aging: A Prospective Clinical Study,International Journal of Molecular Sciences,2023-02-27,article,Jihee Kim; Young In Lee; Seyoung Mun; Jin-Uk Jeong; Dong‐Geol Lee; Mi‐Sun Kim; HyungWoo Jo; Sieun Lee; Kyudong Han; Ju Hee Lee,"The present study investigated the effect of topical application of Epidermidibacterium Keratini (EPI-7) ferment filtrate, which is a postbiotic product of a novel actinobacteria, on skin aging, by performing a prospective randomized split-face clinical study on Asian woman participants. The investigators measured skin biophysical parameters, including skin barrier function, elasticity, and dermal density, and revealed that the application of the EPI-7 ferment filtrate-including test product resulted in significantly higher improvements in barrier function, skin elasticity, and dermal density compared to the placebo group. This study also investigated the influence of EPI-7 ferment filtrate on skin microbiome diversity to access its potential beneficial effects and safety. EPI-7 ferment filtrate increased the abundance of commensal microbes belonging to Cutibacterium, Staphylococcus, Corynebacterium, Streptococcus, Lawsonella, Clostridium, Rothia, Lactobacillus, and Prevotella. The abundance of Cutibacterium was significantly increased along with significant changes in Clostridium and Prevotella abundance. Therefore, EPI-7 postbiotics, which contain the metabolite called orotic acid, ameliorate the skin microbiota linked with the aging phenotype of the skin. This study provides preliminary evidence that postbiotic therapy may affect the signs of skin aging and microbial diversity. To confirm the positive effect of EPI-7 postbiotics and microbial interaction, additional clinical investigations and functional analyses are required.",https://openalex.org/W4322629350,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W4327813699,,,10.1007/s11101-023-09860-5,"Skin applications of cannabidiol: sources, effects, delivery systems, marketed formulations and safety",Phytochemistry Reviews,2023-03-18,article,Beatriz Pires Ferreira; Gustavo Costa; Filipa Mascarenhas‐Melo; Patrícia C. Pires; Fariba Heidarizadeh; Prabhanjan Giram; Priscila Gava Mazzola; Célia Cabral; Francisco Veiga; Ana Cláudia Paiva‐Santos,"Abstract In recent decades, the therapeutic potential of cannabinoids and analogous compounds has been intensively investigated. The endocannabinoid system has already been identified in the skin and, although much remains to be discovered about its contribution and importance for the maintenance of skin homeostasis, it has been increasingly associated as promising for dermatological disorders’ management. Cannabidiol (CBD), the main non-intoxicating phytocannabinoid in cannabis, has been shown to have hydrating, sebostatic, antipruritic, antimicrobial, anti-inflammatory, antioxidant, wound healing, photoprotective, anti-fibrotic and antitumoral, as well as modulating hair growth. Thus, CBD has gained attention concerning its application in cutaneous pathologies such as atopic dermatitis, psoriasis, acne, epidermolysis bullosa, systemic sclerosis, seborrheic dermatitis, androgenetic alopecia and cutaneous melanoma, although its bioactivities still lack scientific evidence and some of its mechanisms of action remain to be elucidated. Given its physicochemical characteristics, its topical administration becomes challenging, and it is necessary to develop new technological strategies to overcome the skin intact barrier. This review describes the latest evidence that exists on the application of CBD to the skin, the problems inherent to its chemical structure and that compromise its cutaneous administration, and the different strategies and formulations that have been studied to improve it, also clarifying some CBD-containing cosmetics products that are already available on the market. Graphical Abstract",https://openalex.org/W4327813699,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
openalex,1_2_hexanediol,"1,2-헥산다이올","1,2-Hexanediol",13987,W4367164851,37181335,,10.21037/atm-23-1239,α-ionone promotes keratinocyte functions and accelerates epidermal barrier recovery,Annals of Translational Medicine,2023-04-01,article,Yang Dandan; Mengli Fu; Qi Zhao; Yong Wang; Li Tan; Bei Feng; Echuan Li; Yoshihito Nishijima; Zhenliang Sun; Zhenlin Hu,"Background: As a common fragrance ingredient, α-ionone is widely used in cosmetics, perfume, and hygiene products. Nevertheless, little information is available for its biological activities on the skin. In this study, we investigated the effect of α-ionone on keratinocyte functions associated with skin barrier repair and further evaluated its skin barrier recovery capacity to explore its therapeutic potential for the treatment of skin barrier disruption. Methods: using human immortalized keratinocytes (HaCaT cells) as experimental model. The barrier recovery effects of topical hydrogels containing 0.1% or 1% α-ionone were tested on the volar forearm of 31 healthy volunteers by measuring transepidermal water loss (TEWL) and stratum corneum (SC) hydration following barrier disruption induced by repeated tape-stripping. The statistical significance was evaluated by one-way analysis of variance (ANOVA) followed by a Dunnett's post-hoc test. Results: study showed that topical application of α-ionone-containing hydrogels accelerated the epidermal barrier recovery of human skin after barrier disruption by tape stripping. Treatment with hydrogel containing 1% α-ionone resulted in a significant increase of above 15% in the barrier recovery rate at day 7 post-treatment when compared to the vehicle control (P<0.01). Conclusions: These results demonstrated the role of α-ionone in the improvement of keratinocyte functions and the epidermal barrier recovery. These findings suggest possible therapeutic application of α-ionone in the treatment of skin barrier disruption.",https://openalex.org/W4367164851,"""1,2-Hexanediol"" skin topical",candidate_unverified,none,mwbl-ingredient-multisource-discovery-v1
