ingredient_id,paper_key,report_id,outcome_result_id,outcome_id_status,outcome_rank,study_id,comparison_id,pmid,doi,section,page_table_figure,evidence_span,arm_ids,ingredient_outcome_relation,effect_mapping_status,effect_id,mapped_effect_ids,raw_new_effect_candidate,new_effect_candidate,raw_outcome_name,outcome_concept_id,positive_direction,instrument,model,channel,parameter,unit,estimate_direction,outcome_direction,study_design,contrast_type,eligible_contrast,p_or_ci_in_span,p_value_operator,p_value,ci_low,ci_high,alpha,n_analyzed_by_arm,paired_analysis,multiplicity_adjusted,analysis_population,pre_post_comparison,objective_or_validated_measure,statistical_gate_status,statistical_support,statistical_conclusion,equivalence_supported,safety_signal,hedge_flag,hedge_span,explicit_result_available,intervention_arm,comparator_arm,timepoint,estimate,effect_estimate,estimate_type,estimate_unit,eligibility_status,verification_status,applicability_status,score_status,machine_signal_status,full_text_status,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
water,PMID:23757122,PMID:23757122,outcome:60561a43a206acbc3037b362,provisional_abstract,1,not_clustered,not_extracted,23757122,10.1007/s40257-013-0033-9,not_extracted,not_extracted,"Emollients, both creams and ointments, improve the barrier function of the stratum corneum by providing it with water and lipids.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
water,DOI:10.3390/cosmetics8030083,DOI:10.3390/cosmetics8030083,outcome:995750de2f1b21e0342ba223,provisional_abstract,1,not_clustered,not_extracted,,10.3390/cosmetics8030083,not_extracted,not_extracted,These results clearly indicate that AOH is effective as a cosmetic agent with a skin barrier function against water loss.,not_extracted,contextual_mention,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
alcohol,PMID:20103724,PMID:20103724,outcome:e79a11859017853718b5543d,provisional_abstract,1,not_clustered,not_extracted,20103724,10.1158/1940-6207.capr-09-0183,not_extracted,not_extracted,"The chemopreventive and antitumor properties of perillyl alcohol (POH) that were studied preclinically indicate that topical POH inhibits both UVB-induced murine skin carcinogenesis (squamous cell tumor models) and 7,12-dimethylbenz(a)anthracene-induced murine melanoma (transgenic models involving tyrosinase-driven Ras).",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
citronellol,PMID:38502267,PMID:38502267,outcome:54956adc499e3463fd660d65,provisional_abstract,1,not_clustered,not_extracted,38502267,10.1007/s13346-024-01548-3,not_extracted,not_extracted,"Enhancing collagen based nanoemulgel for effective topical delivery of Aceclofenac and Citronellol oil: Formulation, optimization, in-vitro evaluation, and in-vivo osteoarthritis study with a focus on HMGB-1/RAGE/NF-κB pathway, Klotho, and miR-499a.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
butyrospermum_parkii_shea_butter,DOI:10.35755/jmedassocthai.2021.07.12669,DOI:10.35755/jmedassocthai.2021.07.12669,outcome:83f0cc5ce8688f1817e2bd54,provisional_abstract,1,not_clustered,not_extracted,,10.35755/jmedassocthai.2021.07.12669,not_extracted,not_extracted,Topical non-steroidal antiinflammatory agents such as Butyrospermum parkii (shea butter) and ceramide are developed to target specific defects in skin barrier function in AD patients and to reduce the side effects of topical corticosteroids.,not_extracted,contextual_mention,unmapped_outcome,not_applicable,effect_moisture_barrier,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_citrate,PMID:39243697,PMID:39243697,outcome:5dba1c4fc656af1e2b076c35,provisional_abstract,1,not_clustered,not_extracted,39243697,10.1016/j.bjorl.2024.101496,not_extracted,not_extracted,"Investigating the efficacy of melatonin, topical sodium citrate, and multivitamin with zinc as a potential treatment for postinfectious loss of smell.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,Y,potential,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_citrate,PMID:39243697,PMID:39243697,outcome:379c7f57939fbf3619e60d64,provisional_abstract,2,not_clustered,not_extracted,39243697,10.1016/j.bjorl.2024.101496,not_extracted,not_extracted,"Olfactory training alone and olfactory training with associated with melatonin, multivitamins and topical sodium citrate did not show significant differences in improving olfactory function in post-COVID-19 patients.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,positive,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_hyaluronate,DOI:10.4103/jcor.jcor_50_19,DOI:10.4103/jcor.jcor_50_19,outcome:52e782c9c40fccc2078a78b2,provisional_abstract,1,not_clustered,not_extracted,,10.4103/jcor.jcor_50_19,not_extracted,not_extracted,Comparing the efficacy of 2% topical rebamipide and 0.1% topical sodium hyaluronate with or without 0.05% topical cyclosporine in patients with dry eye disease,not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_hyaluronate,DOI:10.4103/jcor.jcor_50_19,DOI:10.4103/jcor.jcor_50_19,outcome:a3469cccd76393498f7ca102,provisional_abstract,2,not_clustered,not_extracted,,10.4103/jcor.jcor_50_19,not_extracted,not_extracted,"The change in the mean schirmer's score and mean TBUT score was statistically significant in all four groups from baseline to 12 weeks (p Conclusion: According to our study, 3 months of treatment with either 2% topical Rebamipide or 0.1% sodium hyaluronate is equally effective for DED and addition of 0.05% cyclosporine have no adjunctive role.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,Y,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,medical_context_limited,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_hyaluronate,DOI:10.20944/preprints202501.0431.v1,DOI:10.20944/preprints202501.0431.v1,outcome:750599689bbd266a5d921e54,provisional_abstract,1,not_clustered,not_extracted,,10.20944/preprints202501.0431.v1,not_extracted,not_extracted,"A clinical-instrumental study was conducted on 96 subjects with mild to moderate facial aging to demonstrate the efficacy of probiotics (Lactobacillus plantarum PBS067, Lactobacillus reuteri PBS072 and Lactobacillus rhamnosus LRH020) intake combined with topical ectoin and sodium hyaluronate.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
sodium_hyaluronate,DOI:10.20944/preprints202501.0431.v1,DOI:10.20944/preprints202501.0431.v1,outcome:4f8c707ff17dcd8eecdb60d1,provisional_abstract,2,not_clustered,not_extracted,,10.20944/preprints202501.0431.v1,not_extracted,not_extracted,Our findings clearly demonstrate the efficacy of probiotic intake combined with topical ectoin and sodium hyaluronate in enhancing skin health and mitigating signs of skin aging.,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
tromethamine,PMID:11524195,PMID:11524195,outcome:6b5ee144f154ebdef1dc8d5a,provisional_abstract,1,not_clustered,not_extracted,11524195,10.1016/s0886-3350(00)00832-4,not_extracted,not_extracted,To compare the efficacy of a topical nonsteroidal anti-inflammatory agent (ketorolac tromethamine 0.5%) with that of a topical steroid (rimexolone 1%) to control inflammation after cataract surgery.,not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
tromethamine,PMID:24735005,PMID:24735005,outcome:524b5db7af5e94e320f73cf6,provisional_abstract,1,not_clustered,not_extracted,24735005,10.1089/jop.2013.0214,not_extracted,not_extracted,To determine the efficacy of topical ketorolac tromethamine in preventing cystoid macular edema (CME) after uncomplicated cataract surgery.,not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
glyceryl_caprylate,PMID:30165235,PMID:30165235,outcome:48a9de0b188e35ffcf7eaebc,provisional_abstract,1,not_clustered,not_extracted,30165235,10.1016/j.ejps.2018.08.034,not_extracted,not_extracted,Studies with o/w emulsions containing 5% glyceryl caprylate/caprate 2.0× or 1.5× as enhancer and 50 ppm peptide revealed only a tendency to increased penetration into the SC and for the formulation with glyceryl caprylate/caprate 1.5× into the vital epidermis compared to the standard cream without additional enhancer.,not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,unsupported_design,eligible_abstract_contrast,Y,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
benzyl_benzoate,DOI:10.1002/ebch.861,DOI:10.1002/ebch.861,outcome:e9b9d4177eba395213274046,provisional_abstract,1,not_clustered,not_extracted,,10.1002/ebch.861,not_extracted,not_extracted,"No difference was detected between permethrin (a synthetic pyrethroid) and a natural pyrethrin‐based topical treatment (40 participants, 1 trial), and between permethrin and benzyl benzoate (53 participants, 1 trial), however both these trials were small.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
benzyl_benzoate,DOI:10.1002/ebch.861,DOI:10.1002/ebch.861,outcome:3ee3d1394e29ca0ca68acff1,provisional_abstract,2,not_clustered,not_extracted,,10.1002/ebch.861,not_extracted,not_extracted,"No significant difference was detected in the number of treatment failures between crotamiton and lindane (100 participants, 1 trial), lindane and sulfur (68 participants, 1 trial), benzyl benzoate and sulfur (158 participants, 1 trial), and benzyl benzoate and natural synergized pyrethrins (240 participants, 1 trial); all were topical treatments.",not_extracted,contextual_mention,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,no_detectable_difference,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,eligible,abstract_only,general_skin,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
trehalose,DOI:10.17116/klinderma202322051616,DOI:10.17116/klinderma202322051616,outcome:0e2bc68ddbdc86736de06ba5,provisional_abstract,1,not_clustered,not_extracted,,10.17116/klinderma202322051616,not_extracted,not_extracted,"The use of dermal bioreparant with trehalose in preparation for laser therapy with the use of pulsed dye laser in the combined protocol allowed to achieve sustained remission, avoid adverse events in the form of worsening of rosacea manifestations and therefore improve the patients’ quality of life.",not_extracted,formulation_limited,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,negative,not_applicable,observational_or_nonrandomized,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,Y,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
ceramide_np,PMID:29335742,PMID:29335742,outcome:5f590477b02375be1974244d,provisional_abstract,1,not_clustered,not_extracted,29335742,10.2340/00015555-2882,not_extracted,not_extracted,"Therefore we investigated the efficacy of a water-in-oil emollient, containing licochalcone A, omega-6-fatty acids, ceramide 3 and glycerol, for prevention of the flares in adults with mild to moderately severe AD, treated with topical steroids, that led to clearing of the inflammatory lesions and had been discontinued prior to inclusion.",not_extracted,direct,unmapped_outcome,not_applicable,,,,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unclear,not_applicable,controlled_trial,not_extracted,N,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,N,N,not_applicable_not_direct_mapped_outcome,N,not_supported_or_not_extracted,not_extracted,not_extracted,N,,N,not_extracted,not_extracted,not_extracted,not_extracted,not_extracted,unknown,unknown,formulation_not_isolated,abstract_only,not_applicable,not_scoreable,abstract_insufficient,not_checked,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
